,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,class
13,0.00031,https://api.spotify.com/v1/audio-analysis/5pPR03ONOMd8fIFm75q5KX,0.375,206791,0.931,5pPR03ONOMd8fIFm75q5KX,1.3e-06,7,0.0849,-3.368,1,0.0638,183.016,4,https://api.spotify.com/v1/tracks/5pPR03ONOMd8fIFm75q5KX,audio_features,spotify:track:5pPR03ONOMd8fIFm75q5KX,0.737,1
14,0.552,https://api.spotify.com/v1/audio-analysis/4kJRRGl7F9QwnR8oKWOgVh,0.599,202120,0.196,4kJRRGl7F9QwnR8oKWOgVh,1.87e-05,7,0.0793,-11.694,1,0.0475,127.94,4,https://api.spotify.com/v1/tracks/4kJRRGl7F9QwnR8oKWOgVh,audio_features,spotify:track:4kJRRGl7F9QwnR8oKWOgVh,0.544,1
15,0.123,https://api.spotify.com/v1/audio-analysis/2rkpfDGidNfMB83o6mwdVA,0.688,203024,0.701,2rkpfDGidNfMB83o6mwdVA,5.71e-06,9,0.1,-5.455,1,0.031,124.011,4,https://api.spotify.com/v1/tracks/2rkpfDGidNfMB83o6mwdVA,audio_features,spotify:track:2rkpfDGidNfMB83o6mwdVA,0.614,1
16,0.156,https://api.spotify.com/v1/audio-analysis/5sU3YPrf00coMOzRcHj9Jh,0.515,203604,0.543,5sU3YPrf00coMOzRcHj9Jh,9.45e-05,5,0.0863,-8.759,1,0.0293,164.02,4,https://api.spotify.com/v1/tracks/5sU3YPrf00coMOzRcHj9Jh,audio_features,spotify:track:5sU3YPrf00coMOzRcHj9Jh,0.506,1
17,0.328,https://api.spotify.com/v1/audio-analysis/7d6RUGaRvuDeanz7lg45xM,0.529,178178,0.601,7d6RUGaRvuDeanz7lg45xM,0.0019,9,0.0925,-7.23,0,0.025,107.088,4,https://api.spotify.com/v1/tracks/7d6RUGaRvuDeanz7lg45xM,audio_features,spotify:track:7d6RUGaRvuDeanz7lg45xM,0.371,1
18,0.869,https://api.spotify.com/v1/audio-analysis/0x257EoH70xkaLO0sHZih6,0.757,223089,0.234,0x257EoH70xkaLO0sHZih6,0.000342,11,0.104,-12.421,0,0.0424,91.953,3,https://api.spotify.com/v1/tracks/0x257EoH70xkaLO0sHZih6,audio_features,spotify:track:0x257EoH70xkaLO0sHZih6,0.138,1
19,0.0121,https://api.spotify.com/v1/audio-analysis/4HCDYi0zWM7ImtlNAs64gz,0.448,232702,0.594,4HCDYi0zWM7ImtlNAs64gz,0.00367,6,0.103,-7.718,1,0.0266,93.042,4,https://api.spotify.com/v1/tracks/4HCDYi0zWM7ImtlNAs64gz,audio_features,spotify:track:4HCDYi0zWM7ImtlNAs64gz,0.309,1
20,0.00161,https://api.spotify.com/v1/audio-analysis/5nFFUCLLmnWzAE4hkK4LBE,0.359,214232,0.888,5nFFUCLLmnWzAE4hkK4LBE,3.6e-06,2,0.594,-5.347,1,0.191,158.73,4,https://api.spotify.com/v1/tracks/5nFFUCLLmnWzAE4hkK4LBE,audio_features,spotify:track:5nFFUCLLmnWzAE4hkK4LBE,0.483,1
21,0.092,https://api.spotify.com/v1/audio-analysis/3RALnKE4z6TGLBVAwDiXeG,0.516,193310,0.631,3RALnKE4z6TGLBVAwDiXeG,0.00033,11,0.143,-8.945,0,0.0861,169.968,4,https://api.spotify.com/v1/tracks/3RALnKE4z6TGLBVAwDiXeG,audio_features,spotify:track:3RALnKE4z6TGLBVAwDiXeG,0.448,1
22,0.00138,https://api.spotify.com/v1/audio-analysis/4YFHvy9PsT1ExBAYsTdngn,0.639,219836,0.878,4YFHvy9PsT1ExBAYsTdngn,0.0,2,0.0682,-4.731,1,0.0332,114.09,4,https://api.spotify.com/v1/tracks/4YFHvy9PsT1ExBAYsTdngn,audio_features,spotify:track:4YFHvy9PsT1ExBAYsTdngn,0.605,1
23,0.393,https://api.spotify.com/v1/audio-analysis/0dqJjKKxuKD5Dt3QH2n4CG,0.43,257693,0.641,0dqJjKKxuKD5Dt3QH2n4CG,0.0036,4,0.223,-7.027,1,0.034,100.39,4,https://api.spotify.com/v1/tracks/0dqJjKKxuKD5Dt3QH2n4CG,audio_features,spotify:track:0dqJjKKxuKD5Dt3QH2n4CG,0.288,1
24,1.55e-05,https://api.spotify.com/v1/audio-analysis/7CrTWohCuzWE9VqeErADr8,0.402,196821,0.977,7CrTWohCuzWE9VqeErADr8,1.88e-05,9,0.0508,-2.773,1,0.0506,93.588,4,https://api.spotify.com/v1/tracks/7CrTWohCuzWE9VqeErADr8,audio_features,spotify:track:7CrTWohCuzWE9VqeErADr8,0.276,1
25,0.033,https://api.spotify.com/v1/audio-analysis/3bBwwD63i86ztOqnTS6p3U,0.599,208696,0.812,3bBwwD63i86ztOqnTS6p3U,2.45e-05,9,0.0836,-4.265,1,0.0478,114.998,4,https://api.spotify.com/v1/tracks/3bBwwD63i86ztOqnTS6p3U,audio_features,spotify:track:3bBwwD63i86ztOqnTS6p3U,0.543,1
26,0.186,https://api.spotify.com/v1/audio-analysis/1bwAktsVHRNXsVodGCxor5,0.525,203257,0.422,1bwAktsVHRNXsVodGCxor5,0.0,11,0.129,-8.738,0,0.073,108.308,4,https://api.spotify.com/v1/tracks/1bwAktsVHRNXsVodGCxor5,audio_features,spotify:track:1bwAktsVHRNXsVodGCxor5,0.886,1
27,0.0899,https://api.spotify.com/v1/audio-analysis/42xJQF18QXulsHBDexbk6M,0.391,249573,0.519,42xJQF18QXulsHBDexbk6M,0.0517,4,0.0749,-10.002,1,0.0328,180.011,3,https://api.spotify.com/v1/tracks/42xJQF18QXulsHBDexbk6M,audio_features,spotify:track:42xJQF18QXulsHBDexbk6M,0.238,1
28,0.312,https://api.spotify.com/v1/audio-analysis/2AF5Kzxb4pz7j79Ity84pP,0.48,391829,0.31,2AF5Kzxb4pz7j79Ity84pP,1.47e-05,9,0.113,-7.887,1,0.0258,86.149,4,https://api.spotify.com/v1/tracks/2AF5Kzxb4pz7j79Ity84pP,audio_features,spotify:track:2AF5Kzxb4pz7j79Ity84pP,0.16,1
29,0.263,https://api.spotify.com/v1/audio-analysis/5jpbdcRzYkMKQIYNYzXP8g,0.516,242133,0.714,5jpbdcRzYkMKQIYNYzXP8g,0.0,10,0.317,-5.725,1,0.0331,94.038,4,https://api.spotify.com/v1/tracks/5jpbdcRzYkMKQIYNYzXP8g,audio_features,spotify:track:5jpbdcRzYkMKQIYNYzXP8g,0.552,1
30,0.667,https://api.spotify.com/v1/audio-analysis/2PTIuHK3ei4DrV3KIO982h,0.567,242707,0.249,2PTIuHK3ei4DrV3KIO982h,3.66e-06,8,0.136,-7.91,1,0.0382,68.018,3,https://api.spotify.com/v1/tracks/2PTIuHK3ei4DrV3KIO982h,audio_features,spotify:track:2PTIuHK3ei4DrV3KIO982h,0.207,1
31,0.0157,https://api.spotify.com/v1/audio-analysis/015tQclisbZLRTMhNhEK3R,0.672,190573,0.512,015tQclisbZLRTMhNhEK3R,0.000104,11,0.0937,-8.261,1,0.033,128.046,4,https://api.spotify.com/v1/tracks/015tQclisbZLRTMhNhEK3R,audio_features,spotify:track:015tQclisbZLRTMhNhEK3R,0.495,1
32,0.0107,https://api.spotify.com/v1/audio-analysis/6iPvEfOr6tLOt321pef8zC,0.539,246341,0.597,6iPvEfOr6tLOt321pef8zC,5.44e-06,0,0.166,-5.974,1,0.0381,170.069,3,https://api.spotify.com/v1/tracks/6iPvEfOr6tLOt321pef8zC,audio_features,spotify:track:6iPvEfOr6tLOt321pef8zC,0.264,1
33,0.00201,https://api.spotify.com/v1/audio-analysis/10N1an5e2CqmvHd2aGOENW,0.52,195717,0.847,10N1an5e2CqmvHd2aGOENW,1.41e-06,2,0.325,-4.222,1,0.0741,120.255,4,https://api.spotify.com/v1/tracks/10N1an5e2CqmvHd2aGOENW,audio_features,spotify:track:10N1an5e2CqmvHd2aGOENW,0.612,1
34,0.00299,https://api.spotify.com/v1/audio-analysis/685zlleGxc9sPJea7jUoMW,0.44,189239,0.801,685zlleGxc9sPJea7jUoMW,9.8e-05,10,0.0851,-6.426,0,0.0988,160.025,4,https://api.spotify.com/v1/tracks/685zlleGxc9sPJea7jUoMW,audio_features,spotify:track:685zlleGxc9sPJea7jUoMW,0.45,1
35,0.968,https://api.spotify.com/v1/audio-analysis/0QZ5yyl6B6utIWkxeBDxQN,0.441,208227,0.379,0QZ5yyl6B6utIWkxeBDxQN,0.262,2,0.639,-9.545,1,0.0449,174.118,3,https://api.spotify.com/v1/tracks/0QZ5yyl6B6utIWkxeBDxQN,audio_features,spotify:track:0QZ5yyl6B6utIWkxeBDxQN,0.105,1
36,0.0161,https://api.spotify.com/v1/audio-analysis/41dykwc7XRMk44xgg8hykQ,0.577,212543,0.48,41dykwc7XRMk44xgg8hykQ,0.0,8,0.104,-5.908,1,0.0297,76.54,4,https://api.spotify.com/v1/tracks/41dykwc7XRMk44xgg8hykQ,audio_features,spotify:track:41dykwc7XRMk44xgg8hykQ,0.422,1
37,0.587,https://api.spotify.com/v1/audio-analysis/3qoLDrovHrQnAr3LulWmBH,0.631,253500,0.656,3qoLDrovHrQnAr3LulWmBH,0.0,5,0.279,-7.192,1,0.122,112.076,4,https://api.spotify.com/v1/tracks/3qoLDrovHrQnAr3LulWmBH,audio_features,spotify:track:3qoLDrovHrQnAr3LulWmBH,0.766,1
38,0.6,https://api.spotify.com/v1/audio-analysis/3bpGAsjsCIMTz98E7injb2,0.717,294261,0.567,3bpGAsjsCIMTz98E7injb2,4.85e-06,7,0.205,-9.166,1,0.0329,114.976,4,https://api.spotify.com/v1/tracks/3bpGAsjsCIMTz98E7injb2,audio_features,spotify:track:3bpGAsjsCIMTz98E7injb2,0.728,1
39,0.179,https://api.spotify.com/v1/audio-analysis/2fDdW9LPYBD5KwYXRYpWce,0.68,268400,0.62,2fDdW9LPYBD5KwYXRYpWce,1.92e-06,11,0.0587,-8.956,1,0.0521,149.988,4,https://api.spotify.com/v1/tracks/2fDdW9LPYBD5KwYXRYpWce,audio_features,spotify:track:2fDdW9LPYBD5KwYXRYpWce,0.869,1
40,0.198,https://api.spotify.com/v1/audio-analysis/3rSv6B7qY7KW9hR5lMwCWX,0.569,227330,0.659,3rSv6B7qY7KW9hR5lMwCWX,0.00618,0,0.142,-6.839,1,0.083,167.893,4,https://api.spotify.com/v1/tracks/3rSv6B7qY7KW9hR5lMwCWX,audio_features,spotify:track:3rSv6B7qY7KW9hR5lMwCWX,0.612,1
41,0.865,https://api.spotify.com/v1/audio-analysis/5gZHdhzGOBV3wUloNAVfm1,0.633,228673,0.251,5gZHdhzGOBV3wUloNAVfm1,0.0,0,0.0981,-9.502,1,0.0387,120.895,4,https://api.spotify.com/v1/tracks/5gZHdhzGOBV3wUloNAVfm1,audio_features,spotify:track:5gZHdhzGOBV3wUloNAVfm1,0.312,1
42,0.216,https://api.spotify.com/v1/audio-analysis/0I5dM0TUz3p33re4kLdsXJ,0.682,290385,0.65,0I5dM0TUz3p33re4kLdsXJ,9.48e-06,5,0.0947,-7.231,1,0.0457,109.986,4,https://api.spotify.com/v1/tracks/0I5dM0TUz3p33re4kLdsXJ,audio_features,spotify:track:0I5dM0TUz3p33re4kLdsXJ,0.378,1
43,0.645,https://api.spotify.com/v1/audio-analysis/2mDeWOqdFJLV2zsrTCPG0T,0.769,243601,0.546,2mDeWOqdFJLV2zsrTCPG0T,0.000231,0,0.0948,-8.27,0,0.0387,120.22,4,https://api.spotify.com/v1/tracks/2mDeWOqdFJLV2zsrTCPG0T,audio_features,spotify:track:2mDeWOqdFJLV2zsrTCPG0T,0.603,1
44,0.38,https://api.spotify.com/v1/audio-analysis/6U4sPtUkR3JjmhJiulSS9A,0.664,192002,0.774,6U4sPtUkR3JjmhJiulSS9A,6.2e-06,6,0.0439,-6.27,0,0.309,96.794,4,https://api.spotify.com/v1/tracks/6U4sPtUkR3JjmhJiulSS9A,audio_features,spotify:track:6U4sPtUkR3JjmhJiulSS9A,0.684,1
45,0.0518,https://api.spotify.com/v1/audio-analysis/0nNY7kR1TjRcZYAMi08rCy,0.755,227704,0.459,0nNY7kR1TjRcZYAMi08rCy,9.42e-06,10,0.233,-8.58,0,0.299,150.01,4,https://api.spotify.com/v1/tracks/0nNY7kR1TjRcZYAMi08rCy,audio_features,spotify:track:0nNY7kR1TjRcZYAMi08rCy,0.38,1
46,0.847,https://api.spotify.com/v1/audio-analysis/4ktAIutrCjL3oD9rR1aEWU,0.559,176919,0.352,4ktAIutrCjL3oD9rR1aEWU,1.5e-06,1,0.103,-6.807,1,0.0362,134.253,4,https://api.spotify.com/v1/tracks/4ktAIutrCjL3oD9rR1aEWU,audio_features,spotify:track:4ktAIutrCjL3oD9rR1aEWU,0.548,1
47,0.47,https://api.spotify.com/v1/audio-analysis/0fIFjeeLJjIBliWUCsxyMF,0.583,226906,0.677,0fIFjeeLJjIBliWUCsxyMF,0.193,4,0.43,-10.21,0,0.439,176.119,4,https://api.spotify.com/v1/tracks/0fIFjeeLJjIBliWUCsxyMF,audio_features,spotify:track:0fIFjeeLJjIBliWUCsxyMF,0.495,1
48,0.0822,https://api.spotify.com/v1/audio-analysis/003eoIwxETJujVWmNFMoZy,0.353,193680,0.755,003eoIwxETJujVWmNFMoZy,0.0,1,0.39,-6.276,0,0.733,191.153,4,https://api.spotify.com/v1/tracks/003eoIwxETJujVWmNFMoZy,audio_features,spotify:track:003eoIwxETJujVWmNFMoZy,0.437,1
49,0.354,https://api.spotify.com/v1/audio-analysis/6u4FmqYOPznjLlULi5hIYQ,0.427,228160,0.443,6u4FmqYOPznjLlULi5hIYQ,0.0,10,0.173,-7.43,1,0.0381,139.797,4,https://api.spotify.com/v1/tracks/6u4FmqYOPznjLlULi5hIYQ,audio_features,spotify:track:6u4FmqYOPznjLlULi5hIYQ,0.149,1
50,0.554,https://api.spotify.com/v1/audio-analysis/0lczHKLHGd8LuzgrzIJ0nO,0.47,202093,0.448,0lczHKLHGd8LuzgrzIJ0nO,0.0,0,0.113,-7.564,1,0.0422,139.581,4,https://api.spotify.com/v1/tracks/0lczHKLHGd8LuzgrzIJ0nO,audio_features,spotify:track:0lczHKLHGd8LuzgrzIJ0nO,0.122,1
51,0.568,https://api.spotify.com/v1/audio-analysis/3P19NoMAGg72XG22EOf4zm,0.293,281693,0.318,3P19NoMAGg72XG22EOf4zm,0.0,7,0.104,-7.126,1,0.0321,77.057,3,https://api.spotify.com/v1/tracks/3P19NoMAGg72XG22EOf4zm,audio_features,spotify:track:3P19NoMAGg72XG22EOf4zm,0.18,1
52,0.205,https://api.spotify.com/v1/audio-analysis/02CygBCQOIyEuhNZqHHcNx,0.802,261881,0.607,02CygBCQOIyEuhNZqHHcNx,0.000748,11,0.246,-11.028,0,0.289,96.916,4,https://api.spotify.com/v1/tracks/02CygBCQOIyEuhNZqHHcNx,audio_features,spotify:track:02CygBCQOIyEuhNZqHHcNx,0.274,1
53,0.364,https://api.spotify.com/v1/audio-analysis/4A7DUET5H4f7dJkUhjfVFB,0.788,194023,0.711,4A7DUET5H4f7dJkUhjfVFB,2.07e-05,1,0.0838,-7.811,0,0.0597,104.149,4,https://api.spotify.com/v1/tracks/4A7DUET5H4f7dJkUhjfVFB,audio_features,spotify:track:4A7DUET5H4f7dJkUhjfVFB,0.802,1
54,0.33,https://api.spotify.com/v1/audio-analysis/0lwxoD5HvrMldBN5bvAQ45,0.78,119455,0.494,0lwxoD5HvrMldBN5bvAQ45,0.000725,4,0.341,-14.187,1,0.0467,109.995,4,https://api.spotify.com/v1/tracks/0lwxoD5HvrMldBN5bvAQ45,audio_features,spotify:track:0lwxoD5HvrMldBN5bvAQ45,0.798,1
55,0.314,https://api.spotify.com/v1/audio-analysis/5my5Top5R0zr05ePlRl659,0.422,217320,0.784,5my5Top5R0zr05ePlRl659,4.47e-06,9,0.0513,-5.721,1,0.362,160.162,4,https://api.spotify.com/v1/tracks/5my5Top5R0zr05ePlRl659,audio_features,spotify:track:5my5Top5R0zr05ePlRl659,0.43,1
56,0.828,https://api.spotify.com/v1/audio-analysis/5P7N4TZ5Cxf44kwCn4uYuJ,0.36,291467,0.23,5P7N4TZ5Cxf44kwCn4uYuJ,0.0133,0,0.107,-11.939,1,0.032,108.931,4,https://api.spotify.com/v1/tracks/5P7N4TZ5Cxf44kwCn4uYuJ,audio_features,spotify:track:5P7N4TZ5Cxf44kwCn4uYuJ,0.09,1
57,0.678,https://api.spotify.com/v1/audio-analysis/2neccDopRlmdc6juHMEnXG,0.615,211333,0.66,2neccDopRlmdc6juHMEnXG,0.0139,6,0.148,-7.027,1,0.066,118.631,4,https://api.spotify.com/v1/tracks/2neccDopRlmdc6juHMEnXG,audio_features,spotify:track:2neccDopRlmdc6juHMEnXG,0.407,1
58,0.636,https://api.spotify.com/v1/audio-analysis/1zkkvSLk5Nh4uoyKWwuie9,0.564,174387,0.294,1zkkvSLk5Nh4uoyKWwuie9,0.0,7,0.0982,-8.885,0,0.0349,149.98,4,https://api.spotify.com/v1/tracks/1zkkvSLk5Nh4uoyKWwuie9,audio_features,spotify:track:1zkkvSLk5Nh4uoyKWwuie9,0.213,1
59,0.466,https://api.spotify.com/v1/audio-analysis/6fc51JZVE0Yijdi6RuoLFv,0.754,213973,0.405,6fc51JZVE0Yijdi6RuoLFv,0.00179,7,0.1,-11.547,1,0.0378,114.938,4,https://api.spotify.com/v1/tracks/6fc51JZVE0Yijdi6RuoLFv,audio_features,spotify:track:6fc51JZVE0Yijdi6RuoLFv,0.0843,1
60,0.0168,https://api.spotify.com/v1/audio-analysis/71N5U2T2S6QT4uCCKa3KLr,0.658,137947,0.833,71N5U2T2S6QT4uCCKa3KLr,0.221,9,0.101,-4.367,1,0.0667,149.739,4,https://api.spotify.com/v1/tracks/71N5U2T2S6QT4uCCKa3KLr,audio_features,spotify:track:71N5U2T2S6QT4uCCKa3KLr,0.699,1
61,0.299,https://api.spotify.com/v1/audio-analysis/4YAkYUi43jgr348iie3rCY,0.685,186253,0.678,4YAkYUi43jgr348iie3rCY,0.0,2,0.135,-6.167,1,0.0265,112.038,4,https://api.spotify.com/v1/tracks/4YAkYUi43jgr348iie3rCY,audio_features,spotify:track:4YAkYUi43jgr348iie3rCY,0.615,1
62,0.0102,https://api.spotify.com/v1/audio-analysis/6TgoNsNUcSh32eGhZFPQpi,0.615,199615,0.732,6TgoNsNUcSh32eGhZFPQpi,2.53e-05,7,0.158,-7.439,1,0.0366,104.034,4,https://api.spotify.com/v1/tracks/6TgoNsNUcSh32eGhZFPQpi,audio_features,spotify:track:6TgoNsNUcSh32eGhZFPQpi,0.817,1
63,0.0426,https://api.spotify.com/v1/audio-analysis/3hlZvuiaHjiMRXoH8iYYVT,0.758,185440,0.721,3hlZvuiaHjiMRXoH8iYYVT,8.48e-05,0,0.105,-6.474,1,0.0344,120.002,4,https://api.spotify.com/v1/tracks/3hlZvuiaHjiMRXoH8iYYVT,audio_features,spotify:track:3hlZvuiaHjiMRXoH8iYYVT,0.8,1
64,0.00398,https://api.spotify.com/v1/audio-analysis/7FW9GsgQkIVr6hFNn60BQw,0.227,231200,0.659,7FW9GsgQkIVr6hFNn60BQw,0.00613,10,0.151,-6.327,1,0.0441,141.937,4,https://api.spotify.com/v1/tracks/7FW9GsgQkIVr6hFNn60BQw,audio_features,spotify:track:7FW9GsgQkIVr6hFNn60BQw,0.218,1
65,0.00218,https://api.spotify.com/v1/audio-analysis/24SPGR3gqiSsJqKmL86fuP,0.235,141840,0.859,24SPGR3gqiSsJqKmL86fuP,0.000106,2,0.127,-5.958,1,0.0536,133.044,4,https://api.spotify.com/v1/tracks/24SPGR3gqiSsJqKmL86fuP,audio_features,spotify:track:24SPGR3gqiSsJqKmL86fuP,0.237,1
66,0.892,https://api.spotify.com/v1/audio-analysis/7N2ikSBHdJ82MqjC7GYHvX,0.431,133474,0.205,7N2ikSBHdJ82MqjC7GYHvX,2.81e-05,11,0.391,-14.08,0,0.379,207.573,3,https://api.spotify.com/v1/tracks/7N2ikSBHdJ82MqjC7GYHvX,audio_features,spotify:track:7N2ikSBHdJ82MqjC7GYHvX,0.326,1
67,0.126,https://api.spotify.com/v1/audio-analysis/7qHPOydWy2c3iKsibA31ch,0.538,209707,0.728,7qHPOydWy2c3iKsibA31ch,0.0221,1,0.161,-7.21,0,0.293,188.003,4,https://api.spotify.com/v1/tracks/7qHPOydWy2c3iKsibA31ch,audio_features,spotify:track:7qHPOydWy2c3iKsibA31ch,0.576,1
68,0.79,https://api.spotify.com/v1/audio-analysis/2IWATEo08kcmWA3D7aCJ1K,0.457,355009,0.412,2IWATEo08kcmWA3D7aCJ1K,0.263,6,0.116,-12.814,1,0.0381,111.046,5,https://api.spotify.com/v1/tracks/2IWATEo08kcmWA3D7aCJ1K,audio_features,spotify:track:2IWATEo08kcmWA3D7aCJ1K,0.149,1
69,0.584,https://api.spotify.com/v1/audio-analysis/29VPwR2Do4NtybwjqgnH3l,0.704,171639,0.271,29VPwR2Do4NtybwjqgnH3l,0.0,10,0.229,-9.356,0,0.0338,121.856,4,https://api.spotify.com/v1/tracks/29VPwR2Do4NtybwjqgnH3l,audio_features,spotify:track:29VPwR2Do4NtybwjqgnH3l,0.176,1
70,0.117,https://api.spotify.com/v1/audio-analysis/0tlTQZvnn9YFWlKB5izERi,0.75,187635,0.425,0tlTQZvnn9YFWlKB5izERi,0.0,9,0.117,-7.547,1,0.0449,79.059,4,https://api.spotify.com/v1/tracks/0tlTQZvnn9YFWlKB5izERi,audio_features,spotify:track:0tlTQZvnn9YFWlKB5izERi,0.363,1
71,0.763,https://api.spotify.com/v1/audio-analysis/4TwbDa5cmyCd79Sjz7m5yp,0.325,352987,0.764,4TwbDa5cmyCd79Sjz7m5yp,4.39e-05,4,0.0991,-5.886,1,0.049,182.552,3,https://api.spotify.com/v1/tracks/4TwbDa5cmyCd79Sjz7m5yp,audio_features,spotify:track:4TwbDa5cmyCd79Sjz7m5yp,0.234,1
72,0.637,https://api.spotify.com/v1/audio-analysis/06VJPgDWtfRjN2Db5io2Oy,0.21,227051,0.863,06VJPgDWtfRjN2Db5io2Oy,1.09e-05,4,0.108,-5.711,1,0.0922,201.1,3,https://api.spotify.com/v1/tracks/06VJPgDWtfRjN2Db5io2Oy,audio_features,spotify:track:06VJPgDWtfRjN2Db5io2Oy,0.347,1
73,0.667,https://api.spotify.com/v1/audio-analysis/6PlAiCxjWPYDUHwGdYFNxe,0.486,271639,0.873,6PlAiCxjWPYDUHwGdYFNxe,0.0,6,0.118,-6.584,0,0.07,77.695,4,https://api.spotify.com/v1/tracks/6PlAiCxjWPYDUHwGdYFNxe,audio_features,spotify:track:6PlAiCxjWPYDUHwGdYFNxe,0.406,1
74,0.0116,https://api.spotify.com/v1/audio-analysis/7eOWjJyTATyUenXcr469cW,0.522,211144,0.856,7eOWjJyTATyUenXcr469cW,0.0,1,0.263,-5.969,1,0.0769,80.027,4,https://api.spotify.com/v1/tracks/7eOWjJyTATyUenXcr469cW,audio_features,spotify:track:7eOWjJyTATyUenXcr469cW,0.686,1
75,0.0272,https://api.spotify.com/v1/audio-analysis/3BDxv4ORzOpXAsa4lWVl4i,0.577,168613,0.939,3BDxv4ORzOpXAsa4lWVl4i,0.0,1,0.24,-1.352,0,0.108,105.092,4,https://api.spotify.com/v1/tracks/3BDxv4ORzOpXAsa4lWVl4i,audio_features,spotify:track:3BDxv4ORzOpXAsa4lWVl4i,0.714,1
76,0.709,https://api.spotify.com/v1/audio-analysis/1afLRSK8mWa7f1PBXCsZmz,0.958,190480,0.35,1afLRSK8mWa7f1PBXCsZmz,1.29e-05,7,0.101,-12.1,1,0.0905,119.982,4,https://api.spotify.com/v1/tracks/1afLRSK8mWa7f1PBXCsZmz,audio_features,spotify:track:1afLRSK8mWa7f1PBXCsZmz,0.849,1
77,0.0038,https://api.spotify.com/v1/audio-analysis/7AkyvzRMEsWtZsx2dJ8j1W,0.358,168040,0.918,7AkyvzRMEsWtZsx2dJ8j1W,0.0,5,0.273,-3.344,0,0.189,131.596,3,https://api.spotify.com/v1/tracks/7AkyvzRMEsWtZsx2dJ8j1W,audio_features,spotify:track:7AkyvzRMEsWtZsx2dJ8j1W,0.489,1
78,0.0176,https://api.spotify.com/v1/audio-analysis/13Qmlgk3d0P9E81Vjf0MJq,0.458,235467,0.906,13Qmlgk3d0P9E81Vjf0MJq,1.34e-06,8,0.575,-4.112,1,0.0599,122.936,4,https://api.spotify.com/v1/tracks/13Qmlgk3d0P9E81Vjf0MJq,audio_features,spotify:track:13Qmlgk3d0P9E81Vjf0MJq,0.494,1
79,0.391,https://api.spotify.com/v1/audio-analysis/31FE5PNTIS51l1OR8Jb2cy,0.467,234027,0.804,31FE5PNTIS51l1OR8Jb2cy,0.0,9,0.272,-4.511,1,0.0474,77.98,4,https://api.spotify.com/v1/tracks/31FE5PNTIS51l1OR8Jb2cy,audio_features,spotify:track:31FE5PNTIS51l1OR8Jb2cy,0.844,1
80,0.309,https://api.spotify.com/v1/audio-analysis/1eoBjst5AVu1y4Wn4dkD9A,0.485,255880,0.868,1eoBjst5AVu1y4Wn4dkD9A,0.0,4,0.1,-4.372,0,0.0569,135.146,4,https://api.spotify.com/v1/tracks/1eoBjst5AVu1y4Wn4dkD9A,audio_features,spotify:track:1eoBjst5AVu1y4Wn4dkD9A,0.614,1
81,0.105,https://api.spotify.com/v1/audio-analysis/42QcymKCITN8f9UTIFvzWw,0.484,209112,0.738,42QcymKCITN8f9UTIFvzWw,0.0,7,0.384,-3.18,1,0.039,83.261,4,https://api.spotify.com/v1/tracks/42QcymKCITN8f9UTIFvzWw,audio_features,spotify:track:42QcymKCITN8f9UTIFvzWw,0.761,1
82,0.429,https://api.spotify.com/v1/audio-analysis/4aBiGqTiHfKKoBPmuyo3jE,0.635,228960,0.688,4aBiGqTiHfKKoBPmuyo3jE,1.38e-06,4,0.252,-3.952,0,0.108,102.064,4,https://api.spotify.com/v1/tracks/4aBiGqTiHfKKoBPmuyo3jE,audio_features,spotify:track:4aBiGqTiHfKKoBPmuyo3jE,0.746,1
83,0.924,https://api.spotify.com/v1/audio-analysis/3kZC0ZmFWrEHdUCmUqlvgZ,0.517,189187,0.206,3kZC0ZmFWrEHdUCmUqlvgZ,0.0,5,0.118,-12.233,1,0.0421,80.401,4,https://api.spotify.com/v1/tracks/3kZC0ZmFWrEHdUCmUqlvgZ,audio_features,spotify:track:3kZC0ZmFWrEHdUCmUqlvgZ,0.489,1
84,0.146,https://api.spotify.com/v1/audio-analysis/0fxfKBcRRwbJajsIxuyO8u,0.629,262588,0.695,0fxfKBcRRwbJajsIxuyO8u,0.0,11,0.144,-7.344,1,0.344,84.806,4,https://api.spotify.com/v1/tracks/0fxfKBcRRwbJajsIxuyO8u,audio_features,spotify:track:0fxfKBcRRwbJajsIxuyO8u,0.648,1
85,0.374,https://api.spotify.com/v1/audio-analysis/0zX0THNASCrF1GPLwMF898,0.658,263499,0.662,0zX0THNASCrF1GPLwMF898,0.0,3,0.198,-6.176,1,0.153,119.653,4,https://api.spotify.com/v1/tracks/0zX0THNASCrF1GPLwMF898,audio_features,spotify:track:0zX0THNASCrF1GPLwMF898,0.652,1
86,0.764,https://api.spotify.com/v1/audio-analysis/7CEgwVvCspnqeFRILIR74M,0.763,231485,0.316,7CEgwVvCspnqeFRILIR74M,0.0,7,0.105,-8.967,1,0.0889,134.945,4,https://api.spotify.com/v1/tracks/7CEgwVvCspnqeFRILIR74M,audio_features,spotify:track:7CEgwVvCspnqeFRILIR74M,0.246,1
